bin_low_edge,contents,binerror,xtitle,binlabel
-19.5,0.0,0.0,inferred - true,
-18.5,0.005319148936170213,0.005319148936170213,inferred - true,
-17.5,0.0,0.0,inferred - true,
-16.5,0.0,0.0,inferred - true,
-15.5,0.0,0.0,inferred - true,
-14.5,0.005319148936170213,0.005319148936170213,inferred - true,
-13.5,0.0,0.0,inferred - true,
-12.5,0.005319148936170213,0.005319148936170213,inferred - true,
-11.5,0.0,0.0,inferred - true,
-10.5,0.0,0.0,inferred - true,
-9.5,0.010638297872340425,0.0075224125658143355,inferred - true,
-8.5,0.0,0.0,inferred - true,
-7.5,0.010638297872340425,0.0075224125658143355,inferred - true,
-6.5,0.010638297872340425,0.0075224125658143355,inferred - true,
-5.5,0.06914893617021277,0.019178464231191433,inferred - true,
-4.5,0.010638297872340425,0.0075224125658143355,inferred - true,
-3.5,0.005319148936170213,0.005319148936170213,inferred - true,
-2.5,0.06914893617021277,0.019178464231191433,inferred - true,
-1.5,0.07446808510638298,0.019902432908372028,inferred - true,
-0.5,0.5585106382978723,0.05450505726574254,inferred - true,
0.5,0.0425531914893617,0.015044825131628671,inferred - true,
1.5,0.047872340425531915,0.01595744680851064,inferred - true,
2.5,0.03723404255319149,0.014073145271620163,inferred - true,
3.5,0.0,0.0,inferred - true,
4.5,0.015957446808510637,0.009213036210472751,inferred - true,
5.5,0.0,0.0,inferred - true,
6.5,0.010638297872340425,0.0075224125658143355,inferred - true,
7.5,0.0,0.0,inferred - true,
8.5,0.005319148936170213,0.005319148936170213,inferred - true,
9.5,0.005319148936170213,0.005319148936170213,inferred - true,
10.5,0.0,0.0,inferred - true,
