bin_low_edge,contents,binerror,xtitle,binlabel
4.5,0.0,0.0,,
5.5,0.0,0.0836585,,
6.5,0.0,0.0836585,,
7.5,0.0,0.0836585,,
8.5,0.0,0.0836585,,
9.5,0.0,0.0836585,,
10.5,0.2,0.161221,,
11.5,0.4,0.18050000000000002,,
12.5,0.4,0.18050000000000002,,
13.5,0.0,0.0836585,,
14.5,0.2,0.161221,,
15.5,0.2,0.161221,,
16.5,0.2,0.161221,,
17.5,0.0,0.0836585,,
18.5,0.0,0.0836585,,
19.5,0.2,0.161221,,
20.5,0.0,0.0836585,,
21.5,0.0,0.0836585,,
22.5,0.4,0.18050000000000002,,
23.5,0.0,0.0836585,,
24.5,0.0,0.0,,
